,time,value
0,2018-07-03 00:00:00,0.0
1,2018-07-03 00:07:37,0.292534
2,2018-07-03 00:07:40,0.0
3,2018-07-03 00:15:31,0.278355
4,2018-07-03 00:15:34,0.0
5,2018-07-03 00:37:43,0.27453099999999997
6,2018-07-03 00:37:46,0.0
7,2018-07-03 01:00:00,0.0
8,2018-07-03 01:33:37,0.284224
9,2018-07-03 01:33:40,0.0
10,2018-07-03 01:38:54,0.284027
11,2018-07-03 01:38:57,0.0
12,2018-07-03 01:43:03,0.271365
13,2018-07-03 01:43:06,0.0
14,2018-07-03 02:00:01,0.0
15,2018-07-03 02:02:50,0.286928
16,2018-07-03 02:02:53,0.0
17,2018-07-03 02:33:38,0.295369
18,2018-07-03 02:33:42,0.0
19,2018-07-03 02:43:44,0.288907
20,2018-07-03 02:43:47,0.0
21,2018-07-03 02:52:33,0.27110100000000004
22,2018-07-03 02:52:36,0.0
23,2018-07-03 03:00:00,0.0
24,2018-07-03 03:02:14,0.30446999999999996
25,2018-07-03 03:02:17,0.0
26,2018-07-03 03:15:22,0.280004
27,2018-07-03 03:15:25,0.0
28,2018-07-03 03:59:24,0.27103499999999997
29,2018-07-03 03:59:27,0.0
30,2018-07-03 04:00:00,0.0
31,2018-07-03 04:16:18,0.297743
32,2018-07-03 04:16:21,0.0
33,2018-07-03 04:19:17,0.297545
34,2018-07-03 04:19:20,0.0
35,2018-07-03 04:33:38,0.27268400000000004
36,2018-07-03 04:33:41,0.0
37,2018-07-03 04:56:51,0.273278
38,2018-07-03 04:56:55,0.0
39,2018-07-03 05:00:01,0.0
40,2018-07-03 05:01:25,0.270376
41,2018-07-03 05:01:28,0.0
42,2018-07-03 05:15:21,0.31535100000000005
43,2018-07-03 05:15:24,0.0
44,2018-07-03 05:15:52,0.288445
45,2018-07-03 05:15:55,0.0
46,2018-07-03 05:23:08,0.273607
47,2018-07-03 05:23:11,0.0
48,2018-07-03 05:42:55,0.28284000000000004
49,2018-07-03 05:42:58,0.0
50,2018-07-03 05:52:52,0.294248
51,2018-07-03 05:52:55,0.0
52,2018-07-03 06:00:00,0.0
53,2018-07-03 06:09:32,0.279806
54,2018-07-03 06:09:35,0.0
55,2018-07-03 06:15:35,0.27716799999999997
56,2018-07-03 06:15:38,0.0
57,2018-07-03 06:18:55,0.27209099999999997
58,2018-07-03 06:18:58,0.0
59,2018-07-03 06:42:08,0.270904
60,2018-07-03 06:42:11,0.0
61,2018-07-03 06:59:09,0.271497
62,2018-07-03 06:59:13,0.0
63,2018-07-03 07:00:00,0.0
64,2018-07-03 07:02:05,0.278223
65,2018-07-03 07:02:08,0.0
66,2018-07-03 07:10:38,0.30717300000000003
67,2018-07-03 07:10:42,0.0
68,2018-07-03 07:19:43,0.275586
69,2018-07-03 07:19:46,0.0
70,2018-07-03 07:19:49,0.291478
71,2018-07-03 07:19:52,0.0
72,2018-07-03 07:48:22,0.280729
73,2018-07-03 07:48:25,0.0
74,2018-07-03 07:52:43,0.289698
75,2018-07-03 07:52:46,0.0
76,2018-07-03 07:56:39,0.270574
77,2018-07-03 07:56:42,0.0
78,2018-07-03 07:57:28,0.282972
79,2018-07-03 07:57:31,0.0
80,2018-07-03 08:00:00,0.0
81,2018-07-03 08:22:38,0.27261799999999997
82,2018-07-03 08:22:41,0.0
83,2018-07-03 08:23:42,0.27387100000000003
84,2018-07-03 08:23:45,0.0
85,2018-07-03 09:00:00,0.0
86,2018-07-03 09:13:18,863.1171029999997
87,2018-07-03 09:13:21,1162.154084
88,2018-07-03 09:13:28,1160.235074
89,2018-07-03 09:13:30,1159.6837050000001
90,2018-07-03 09:13:33,445.041178
91,2018-07-03 09:13:40,0.300645
92,2018-07-03 09:13:41,0.300645
93,2018-07-03 09:13:42,0.308558
94,2018-07-03 09:13:45,0.329397
95,2018-07-03 09:13:48,0.397848
96,2018-07-03 09:13:53,248.55330800000002
97,2018-07-03 09:13:55,188.065527
98,2018-07-03 09:13:58,29.082032
99,2018-07-03 09:14:01,0.330782
100,2018-07-03 09:14:04,0.0
101,2018-07-03 09:14:10,0.307239
102,2018-07-03 09:14:13,0.288907
103,2018-07-03 09:14:16,0.296095
104,2018-07-03 09:14:19,0.0
105,2018-07-03 09:14:22,0.278685
106,2018-07-03 09:14:25,0.0
107,2018-07-03 09:14:28,0.313438
108,2018-07-03 09:14:32,0.32333
109,2018-07-03 09:14:35,0.381098
110,2018-07-03 09:14:38,0.362699
111,2018-07-03 09:14:41,0.28521399999999997
112,2018-07-03 09:14:44,0.31950500000000004
113,2018-07-03 09:14:47,0.295501
114,2018-07-03 09:14:50,0.0
115,2018-07-03 09:14:53,0.28007
116,2018-07-03 09:14:56,1116.5534
117,2018-07-03 09:14:59,689.693158
118,2018-07-03 09:15:02,876.9397759999997
119,2018-07-03 09:15:05,38.626501
120,2018-07-03 09:15:09,224.051114
121,2018-07-03 09:15:12,195.279619
122,2018-07-03 09:15:15,368.360252
123,2018-07-03 09:15:18,8.575994999999999
124,2018-07-03 09:15:21,0.0
125,2018-07-03 09:15:24,0.415522
126,2018-07-03 09:15:30,0.687876
127,2018-07-03 09:15:39,0.275124
128,2018-07-03 09:15:42,0.320758
129,2018-07-03 09:15:45,0.0
130,2018-07-03 09:15:52,0.328342
131,2018-07-03 09:15:55,0.32873800000000003
132,2018-07-03 09:15:58,0.273146
133,2018-07-03 09:16:01,0.0
134,2018-07-03 09:16:05,125.43927
135,2018-07-03 09:16:07,10.651427
136,2018-07-03 09:16:10,0.0
137,2018-07-03 09:16:19,0.319967
138,2018-07-03 09:16:22,0.31634
139,2018-07-03 09:16:25,0.32768200000000003
140,2018-07-03 09:16:28,0.0
141,2018-07-03 09:16:35,0.284752
142,2018-07-03 09:16:38,0.28462
143,2018-07-03 09:16:41,0.291281
144,2018-07-03 09:16:44,82.567538
145,2018-07-03 09:16:47,7.093610000000001
146,2018-07-03 09:16:50,194.247178
147,2018-07-03 09:16:53,0.0
148,2018-07-03 09:16:56,0.3718
149,2018-07-03 09:16:59,0.30295300000000003
150,2018-07-03 09:17:02,0.0
151,2018-07-03 09:17:08,0.31119600000000003
152,2018-07-03 09:17:11,0.297084
153,2018-07-03 09:17:15,0.309811
154,2018-07-03 09:17:18,0.0
155,2018-07-03 09:17:21,0.288313
156,2018-07-03 09:17:24,0.335926
157,2018-07-03 09:17:27,0.30295300000000003
158,2018-07-03 09:17:30,0.37456999999999996
159,2018-07-03 09:17:33,0.0
160,2018-07-03 09:17:36,0.409455
161,2018-07-03 09:17:50,0.380307
162,2018-07-03 09:17:53,0.327419
163,2018-07-03 09:17:54,0.327419
164,2018-07-03 09:17:56,0.348455
165,2018-07-03 09:17:58,0.38459299999999996
166,2018-07-03 09:17:59,0.38459299999999996
167,2018-07-03 09:18:01,0.28580700000000003
168,2018-07-03 09:18:04,0.32642899999999997
169,2018-07-03 09:18:07,733.0269040000003
170,2018-07-03 09:18:13,34.330821
171,2018-07-03 09:18:18,0.335134
172,2018-07-03 09:18:30,0.31878
173,2018-07-03 09:18:31,0.31878
174,2018-07-03 09:18:32,0.27176100000000003
175,2018-07-03 09:18:33,0.27176100000000003
176,2018-07-03 09:18:36,0.0
177,2018-07-03 09:18:37,0.0
178,2018-07-03 09:18:44,0.33065
179,2018-07-03 09:18:47,24.917847000000002
180,2018-07-03 09:18:56,32.95131
181,2018-07-03 09:19:00,32.10345
182,2018-07-03 09:19:01,32.10345
183,2018-07-03 09:19:02,32.10345
184,2018-07-03 09:19:03,32.959685
185,2018-07-03 09:19:05,33.083069
186,2018-07-03 09:19:08,81.27751500000002
187,2018-07-03 09:19:11,0.360523
188,2018-07-03 09:19:15,0.335266
189,2018-07-03 09:19:18,0.301106
190,2018-07-03 09:19:21,9.865688
191,2018-07-03 09:19:24,32.861426
192,2018-07-03 09:19:27,32.858129
193,2018-07-03 09:19:30,247.82415
194,2018-07-03 09:19:33,23.261959
195,2018-07-03 09:19:36,456.23691799999995
196,2018-07-03 09:19:42,184.749399
197,2018-07-03 09:19:43,184.749399
198,2018-07-03 09:19:45,1162.340379
199,2018-07-03 09:19:49,974.3402699999999
200,2018-07-03 09:19:51,468.338417
201,2018-07-03 09:19:55,1196.251721
202,2018-07-03 09:19:58,715.307718
203,2018-07-03 09:20:01,724.518173
204,2018-07-03 09:20:04,346.847427
205,2018-07-03 09:20:07,0.285675
206,2018-07-03 09:20:11,0.27453099999999997
207,2018-07-03 09:20:13,247.247986
208,2018-07-03 09:20:19,2.157798
209,2018-07-03 09:20:21,0.336387
210,2018-07-03 09:20:27,81.887245
211,2018-07-03 09:20:31,0.362502
212,2018-07-03 09:20:35,0.334739
213,2018-07-03 09:20:36,0.334739
214,2018-07-03 09:20:37,0.334739
215,2018-07-03 09:20:39,0.373053
216,2018-07-03 09:20:41,0.3768780000000001
217,2018-07-03 09:20:44,0.316538
218,2018-07-03 09:20:47,725.4183929999997
219,2018-07-03 09:20:52,165.88988600000005
220,2018-07-03 09:20:55,230.557283
221,2018-07-03 09:20:58,264.538989
222,2018-07-03 09:21:05,526.411675
223,2018-07-03 09:21:07,293.252255
224,2018-07-03 09:21:10,239.56475899999998
225,2018-07-03 09:21:12,239.56475899999998
226,2018-07-03 09:21:15,0.285082
227,2018-07-03 09:21:18,0.0
228,2018-07-03 09:21:24,0.549259
229,2018-07-03 09:21:25,0.549259
230,2018-07-03 09:21:26,0.549259
231,2018-07-03 09:21:39,0.298798
232,2018-07-03 09:21:40,0.298798
233,2018-07-03 09:21:42,0.37879
234,2018-07-03 09:21:46,0.0
235,2018-07-03 09:21:49,0.304272
236,2018-07-03 09:21:52,0.0
237,2018-07-03 09:21:58,80.59564
238,2018-07-03 09:22:01,0.0
239,2018-07-03 09:22:04,0.333683
240,2018-07-03 09:22:07,0.0
241,2018-07-03 09:22:10,0.32056
242,2018-07-03 09:22:13,0.36632600000000004
243,2018-07-03 09:22:16,0.0
244,2018-07-03 09:22:19,0.30446999999999996
245,2018-07-03 09:22:22,0.0
246,2018-07-03 09:22:25,57.785802000000004
247,2018-07-03 09:22:29,47.472476
248,2018-07-03 09:22:32,0.39019899999999996
249,2018-07-03 09:22:35,0.291544
250,2018-07-03 09:22:38,0.41084
251,2018-07-03 09:22:41,0.293325
252,2018-07-03 09:22:44,0.0
253,2018-07-03 09:22:47,0.34139899999999995
254,2018-07-03 09:22:50,0.30328299999999997
255,2018-07-03 09:22:53,0.304799
256,2018-07-03 09:22:56,0.0
257,2018-07-03 09:23:02,0.38465900000000003
258,2018-07-03 09:23:05,0.0
259,2018-07-03 09:23:08,0.35544499999999996
260,2018-07-03 09:23:12,222.988867
261,2018-07-03 09:23:15,0.29833699999999996
262,2018-07-03 09:23:18,0.31845
263,2018-07-03 09:23:21,0.342652
264,2018-07-03 09:23:24,0.313834
265,2018-07-03 09:23:27,0.31040500000000004
266,2018-07-03 09:23:30,0.312185
267,2018-07-03 09:23:33,0.345686
268,2018-07-03 09:23:36,81.96644599999998
269,2018-07-03 09:23:39,30.281841999999997
270,2018-07-03 09:23:42,0.299392
271,2018-07-03 09:23:45,0.322407
272,2018-07-03 09:23:48,0.0
273,2018-07-03 09:23:51,0.339091
274,2018-07-03 09:23:55,0.0
275,2018-07-03 09:23:58,0.28910399999999997
276,2018-07-03 09:24:01,0.0
277,2018-07-03 09:24:04,0.353269
278,2018-07-03 09:24:07,0.311064
279,2018-07-03 09:24:10,0.284686
280,2018-07-03 09:24:13,0.335992
281,2018-07-03 09:24:16,0.345026
282,2018-07-03 09:24:19,0.270574
283,2018-07-03 09:24:22,0.334277
284,2018-07-03 09:24:25,0.351159
285,2018-07-03 09:24:28,0.0
286,2018-07-03 09:24:35,0.377933
287,2018-07-03 09:24:38,93.186322
288,2018-07-03 09:24:41,0.466959
289,2018-07-03 09:24:46,0.0
290,2018-07-03 09:24:50,0.311922
291,2018-07-03 09:24:53,0.314361
292,2018-07-03 09:24:56,0.0
293,2018-07-03 09:24:59,0.405036
294,2018-07-03 09:25:02,0.36533699999999997
295,2018-07-03 09:25:05,0.0
296,2018-07-03 09:25:08,0.329331
297,2018-07-03 09:25:12,0.0
298,2018-07-03 09:25:18,0.304008
299,2018-07-03 09:25:21,0.35228000000000004
300,2018-07-03 09:25:24,0.0
301,2018-07-03 09:25:27,0.278619
302,2018-07-03 09:25:30,0.327419
303,2018-07-03 09:25:33,0.284224
304,2018-07-03 09:25:36,0.347598
305,2018-07-03 09:25:39,0.330452
306,2018-07-03 09:25:42,80.90162600000002
307,2018-07-03 09:25:45,153.405705
308,2018-07-03 09:25:48,57.750257
309,2018-07-03 09:25:52,0.33256199999999997
310,2018-07-03 09:25:55,0.389737
311,2018-07-03 09:25:58,0.35320300000000004
312,2018-07-03 09:26:01,0.422908
313,2018-07-03 09:26:04,0.295831
314,2018-07-03 09:26:07,0.290489
315,2018-07-03 09:26:10,0.0
316,2018-07-03 09:26:13,0.300777
317,2018-07-03 09:26:16,0.0
318,2018-07-03 09:26:19,0.285477
319,2018-07-03 09:26:22,0.326957
320,2018-07-03 09:26:25,0.0
321,2018-07-03 09:26:28,0.308492
322,2018-07-03 09:26:31,0.36243600000000004
323,2018-07-03 09:26:35,0.0
324,2018-07-03 09:26:41,0.31587800000000005
325,2018-07-03 09:26:44,0.0
326,2018-07-03 09:26:50,0.41426899999999994
327,2018-07-03 09:26:53,0.317725
328,2018-07-03 09:26:56,0.3352
329,2018-07-03 09:26:59,0.354192
330,2018-07-03 09:27:02,0.30842600000000003
331,2018-07-03 09:27:05,0.285346
332,2018-07-03 09:27:08,0.302557
333,2018-07-03 09:27:11,236.14239300000003
334,2018-07-03 09:27:15,0.271959
335,2018-07-03 09:27:20,0.28026799999999996
336,2018-07-03 09:27:22,0.317923
337,2018-07-03 09:27:24,0.279542
338,2018-07-03 09:27:27,0.383011
339,2018-07-03 09:27:30,0.0
340,2018-07-03 09:27:36,0.45541899999999996
341,2018-07-03 09:27:39,0.28936799999999996
342,2018-07-03 09:27:42,0.35320300000000004
343,2018-07-03 09:27:45,0.328342
344,2018-07-03 09:27:48,0.0
345,2018-07-03 09:27:55,0.292534
346,2018-07-03 09:27:58,0.376548
347,2018-07-03 09:28:01,0.38004299999999996
348,2018-07-03 09:28:04,0.0
349,2018-07-03 09:28:10,82.530872
350,2018-07-03 09:28:13,0.323396
351,2018-07-03 09:28:18,0.0
352,2018-07-03 09:28:19,0.311526
353,2018-07-03 09:28:22,7.3124160000000025
354,2018-07-03 09:28:30,0.358809
355,2018-07-03 09:28:33,0.0
356,2018-07-03 09:28:35,0.297084
357,2018-07-03 09:28:36,0.0
358,2018-07-03 09:28:40,0.283631
359,2018-07-03 09:28:43,0.33724499999999996
360,2018-07-03 09:28:46,0.294248
361,2018-07-03 09:28:49,0.0
362,2018-07-03 09:28:52,0.326891
363,2018-07-03 09:28:55,0.332694
364,2018-07-03 09:28:58,0.0
365,2018-07-03 09:29:01,0.37951599999999996
366,2018-07-03 09:29:04,0.0
367,2018-07-03 09:29:07,0.286269
368,2018-07-03 09:29:10,172.082154
369,2018-07-03 09:29:13,1.110058
370,2018-07-03 09:29:16,0.27987199999999995
371,2018-07-03 09:29:19,0.28732399999999997
372,2018-07-03 09:29:23,0.0
373,2018-07-03 09:29:26,0.339619
374,2018-07-03 09:29:29,0.0
375,2018-07-03 09:29:32,0.327353
376,2018-07-03 09:29:35,0.0
377,2018-07-03 09:29:38,0.32873800000000003
378,2018-07-03 09:29:41,0.30941599999999997
379,2018-07-03 09:29:44,0.0
380,2018-07-03 09:29:47,0.32715500000000003
381,2018-07-03 09:29:50,0.361249
382,2018-07-03 09:29:53,1.150219
383,2018-07-03 09:29:56,76.665033
384,2018-07-03 09:29:59,132.203021
385,2018-07-03 09:30:03,0.289236
386,2018-07-03 09:30:06,0.0
387,2018-07-03 09:30:12,0.37601999999999997
388,2018-07-03 09:30:15,0.299854
389,2018-07-03 09:30:18,0.0
390,2018-07-03 09:30:21,0.3383
391,2018-07-03 09:30:24,0.271827
392,2018-07-03 09:30:27,0.331705
393,2018-07-03 09:30:30,0.30044699999999996
394,2018-07-03 09:30:33,0.29530300000000004
395,2018-07-03 09:30:36,0.32253899999999996
396,2018-07-03 09:30:39,82.808766
397,2018-07-03 09:30:42,0.419412
398,2018-07-03 09:30:46,0.285609
399,2018-07-03 09:30:49,0.366722
400,2018-07-03 09:30:52,0.0
401,2018-07-03 09:30:55,0.29523699999999997
402,2018-07-03 09:30:58,0.38433
403,2018-07-03 09:31:01,0.32464899999999997
404,2018-07-03 09:31:04,82.797225
405,2018-07-03 09:31:07,0.32959499999999997
406,2018-07-03 09:31:10,0.28277399999999997
407,2018-07-03 09:31:13,0.285873
408,2018-07-03 09:31:16,0.311922
409,2018-07-03 09:31:19,0.314625
410,2018-07-03 09:31:22,0.312581
411,2018-07-03 09:31:25,0.380703
412,2018-07-03 09:31:29,235.16627000000003
413,2018-07-03 09:31:32,0.0
414,2018-07-03 09:31:36,0.331705
415,2018-07-03 09:31:38,0.27169499999999996
416,2018-07-03 09:31:41,0.348719
417,2018-07-03 09:31:44,0.30446999999999996
418,2018-07-03 09:31:47,0.304865
419,2018-07-03 09:31:50,0.317065
420,2018-07-03 09:31:53,0.338629
421,2018-07-03 09:31:56,0.341663
422,2018-07-03 09:31:59,0.311262
423,2018-07-03 09:32:02,0.41532399999999997
424,2018-07-03 09:32:05,0.34370700000000004
425,2018-07-03 09:32:08,0.0
426,2018-07-03 09:32:12,0.33012199999999997
427,2018-07-03 09:32:15,0.3108
428,2018-07-03 09:32:18,0.299788
429,2018-07-03 09:32:21,0.291215
430,2018-07-03 09:32:24,223.657025
431,2018-07-03 09:32:27,3.139526
432,2018-07-03 09:32:30,0.33797
433,2018-07-03 09:32:33,0.0
434,2018-07-03 09:32:36,0.322209
435,2018-07-03 09:32:39,0.0
436,2018-07-03 09:32:42,0.370151
437,2018-07-03 09:32:45,0.29405
438,2018-07-03 09:32:48,0.331309
439,2018-07-03 09:32:52,0.36480999999999997
440,2018-07-03 09:32:55,0.0
441,2018-07-03 09:32:58,0.34008
442,2018-07-03 09:33:01,0.0
443,2018-07-03 09:33:04,0.326957
444,2018-07-03 09:33:07,0.342124
445,2018-07-03 09:33:10,0.318912
446,2018-07-03 09:33:13,82.312725
447,2018-07-03 09:33:16,0.0
448,2018-07-03 09:33:19,0.281916
449,2018-07-03 09:33:22,0.31495500000000004
450,2018-07-03 09:33:25,0.310339
451,2018-07-03 09:33:28,0.276509
452,2018-07-03 09:33:31,0.372327
453,2018-07-03 09:33:35,0.277432
454,2018-07-03 09:33:38,0.331309
455,2018-07-03 09:33:41,15.559872
456,2018-07-03 09:33:44,156.02366999999995
457,2018-07-03 09:33:49,0.303481
458,2018-07-03 09:33:50,0.28976399999999997
459,2018-07-03 09:33:53,0.307437
460,2018-07-03 09:33:56,0.433525
461,2018-07-03 09:33:59,0.35261
462,2018-07-03 09:34:02,0.297545
463,2018-07-03 09:34:05,0.293259
464,2018-07-03 09:34:08,0.324847
465,2018-07-03 09:34:11,0.302162
466,2018-07-03 09:34:14,0.313702
467,2018-07-03 09:34:18,0.301964
468,2018-07-03 09:34:21,0.346147
469,2018-07-03 09:34:24,0.0
470,2018-07-03 09:34:27,0.296688
471,2018-07-03 09:34:30,0.333024
472,2018-07-03 09:34:33,0.0
473,2018-07-03 09:34:36,0.329793
474,2018-07-03 09:34:39,0.276905
475,2018-07-03 09:34:42,0.277762
476,2018-07-03 09:34:45,0.305129
477,2018-07-03 09:34:48,0.326232
478,2018-07-03 09:34:51,0.400025
479,2018-07-03 09:34:55,0.0
480,2018-07-03 09:34:58,0.290423
481,2018-07-03 09:35:01,78.726287
482,2018-07-03 09:35:04,212.84317400000003
483,2018-07-03 09:35:07,0.371998
484,2018-07-03 09:35:10,0.318186
485,2018-07-03 09:35:13,0.0
486,2018-07-03 09:35:16,0.32708899999999996
487,2018-07-03 09:35:19,0.365469
488,2018-07-03 09:35:22,0.296292
489,2018-07-03 09:35:25,0.309745
490,2018-07-03 09:35:29,0.310339
491,2018-07-03 09:35:31,0.31950500000000004
492,2018-07-03 09:35:34,0.0
493,2018-07-03 09:35:37,0.351093
494,2018-07-03 09:35:41,0.294578
495,2018-07-03 09:35:44,0.280663
496,2018-07-03 09:35:47,0.299854
497,2018-07-03 09:35:50,0.34139899999999995
498,2018-07-03 09:35:53,0.345158
499,2018-07-03 09:35:56,0.313438
500,2018-07-03 09:35:59,0.373317
501,2018-07-03 09:36:02,0.419083
502,2018-07-03 09:36:05,0.321154
503,2018-07-03 09:36:08,0.0
504,2018-07-03 09:36:14,145.228811
505,2018-07-03 09:36:18,0.32464899999999997
506,2018-07-03 09:36:21,0.295105
507,2018-07-03 09:36:24,0.41611499999999996
508,2018-07-03 09:36:27,0.275783
509,2018-07-03 09:36:30,0.327617
510,2018-07-03 09:36:33,0.0
511,2018-07-03 09:36:36,0.285346
512,2018-07-03 09:36:39,0.366656
513,2018-07-03 09:36:42,0.359006
514,2018-07-03 09:36:45,0.0
515,2018-07-03 09:36:48,0.344762
516,2018-07-03 09:36:51,0.336519
517,2018-07-03 09:36:54,0.34680700000000003
518,2018-07-03 09:36:57,0.0
519,2018-07-03 09:37:01,0.341333
520,2018-07-03 09:37:04,77.42274499999998
521,2018-07-03 09:37:07,0.308756
522,2018-07-03 09:37:10,0.0
523,2018-07-03 09:37:16,0.275783
524,2018-07-03 09:37:19,0.0
525,2018-07-03 09:37:22,0.370481
526,2018-07-03 09:37:25,0.273014
527,2018-07-03 09:37:28,0.370481
528,2018-07-03 09:37:31,0.0
529,2018-07-03 09:37:34,22.491652
530,2018-07-03 09:37:37,0.333683
531,2018-07-03 09:37:40,0.33381500000000003
532,2018-07-03 09:37:44,0.325374
533,2018-07-03 09:37:47,0.33065
534,2018-07-03 09:37:50,0.0
535,2018-07-03 09:37:53,0.278355
536,2018-07-03 09:37:56,0.274465
537,2018-07-03 09:37:59,0.43372299999999997
538,2018-07-03 09:38:02,0.0
539,2018-07-03 09:38:05,0.32544
540,2018-07-03 09:38:08,0.0
541,2018-07-03 09:38:11,0.324517
542,2018-07-03 09:38:14,0.0
543,2018-07-03 09:38:17,221.171677
544,2018-07-03 09:38:20,65.106791
545,2018-07-03 09:38:24,0.316867
546,2018-07-03 09:38:28,0.303546
547,2018-07-03 09:38:30,0.0
548,2018-07-03 09:38:33,0.27571799999999996
549,2018-07-03 09:38:36,0.350829
550,2018-07-03 09:38:39,0.35749000000000003
551,2018-07-03 09:38:42,0.0
552,2018-07-03 09:38:45,0.324781
553,2018-07-03 09:38:48,0.0
554,2018-07-03 09:38:51,0.390462
555,2018-07-03 09:38:54,0.30136999999999997
556,2018-07-03 09:38:57,0.312977
557,2018-07-03 09:39:00,0.35129099999999996
558,2018-07-03 09:39:03,0.330056
559,2018-07-03 09:39:06,0.304602
560,2018-07-03 09:39:10,0.288049
561,2018-07-03 09:39:13,0.302557
562,2018-07-03 09:39:16,0.0
563,2018-07-03 09:39:22,0.27519
564,2018-07-03 09:39:25,0.357754
565,2018-07-03 09:39:28,0.313768
566,2018-07-03 09:39:31,0.28218000000000004
567,2018-07-03 09:39:34,0.330716
568,2018-07-03 09:39:37,0.0
569,2018-07-03 09:39:40,42.306977
570,2018-07-03 09:39:43,0.0
571,2018-07-03 09:39:47,0.296095
572,2018-07-03 09:39:50,0.299458
573,2018-07-03 09:39:53,0.274267
574,2018-07-03 09:39:56,0.344499
575,2018-07-03 09:39:59,0.382417
576,2018-07-03 09:40:02,0.32405500000000004
577,2018-07-03 09:40:05,0.33381500000000003
578,2018-07-03 09:40:08,0.3108
579,2018-07-03 09:40:11,0.30084299999999997
580,2018-07-03 09:40:14,0.289566
581,2018-07-03 09:40:17,0.0
582,2018-07-03 09:40:20,242.82028300000002
583,2018-07-03 09:40:23,0.0
584,2018-07-03 09:40:26,0.380768
585,2018-07-03 09:40:30,0.0
586,2018-07-03 09:40:36,0.282312
587,2018-07-03 09:40:39,0.32471500000000003
588,2018-07-03 09:40:42,0.28442199999999995
589,2018-07-03 09:40:45,0.344499
590,2018-07-03 09:40:48,0.27308000000000004
591,2018-07-03 09:40:51,0.318912
592,2018-07-03 09:40:54,0.273739
593,2018-07-03 09:40:57,0.338893
594,2018-07-03 09:41:00,0.31851599999999997
